
#还有效的源,#genre#
BRTV生活HD,http://221.223.42.10:31027/rtp/239.3.1.117:8000 -- 0.41 MB/s
BRTV生活HD,http://221.223.43.25:31027/rtp/239.3.1.117:8000 -- 0.31 MB/s
BRTV生活HD,http://222.128.169.213:8888/rtp/239.3.1.117:8000 -- 0.25 MB/s
BRTV生活HD,http://222.129.137.223:8888/rtp/239.3.1.117:8000 -- 0.09 MB/s
BRTV生活HD,http://222.129.141.10:8888/rtp/239.3.1.117:8000 -- 0.16 MB/s
BRTV生活HD,http://223.72.25.197:31027/rtp/239.3.1.117:8000 -- 0.45 MB/s
BRTV纪实科教HD,http://111.193.225.151:8888/rtp/239.3.1.115:8000 -- 0.23 MB/s
BRTV纪实科教HD,http://111.194.150.28:8888/rtp/239.3.1.115:8000 -- 0.30 MB/s
BRTV纪实科教HD,http://111.196.130.76:8012/rtp/239.3.1.115:8000 -- 0.13 MB/s
BRTV纪实科教HD,http://111.196.189.12:5555/rtp/239.3.1.115:8000 -- 0.16 MB/s
BRTV纪实科教HD,http://111.199.232.176:8188/rtp/239.3.1.115:8000 -- 0.42 MB/s
BRTV纪实科教HD,http://111.199.237.67:8188/rtp/239.3.1.115:8000 -- 0.17 MB/s
BRTV纪实科教HD,http://114.243.106.86:8888/rtp/239.3.1.115:8000 -- 0.32 MB/s
BRTV纪实科教HD,http://114.244.117.82:8888/rtp/239.3.1.115:8000 -- 0.22 MB/s
BRTV纪实科教HD,http://114.252.149.21:8890/rtp/239.3.1.115:8000 -- 0.40 MB/s
BRTV纪实科教HD,http://114.252.236.205:8000/rtp/239.3.1.115:8000 -- 0.26 MB/s
BRTV纪实科教HD,http://114.252.238.87:8000/rtp/239.3.1.115:8000 -- 0.41 MB/s
BRTV纪实科教HD,http://114.253.247.226:4022/rtp/239.3.1.115:8000 -- 0.00 MB/s
BRTV纪实科教HD,http://114.253.76.165:58888/rtp/239.3.1.115:8000 -- 0.40 MB/s
BRTV纪实科教HD,http://114.254.20.116:18888/rtp/239.3.1.115:8000 -- 0.42 MB/s
BRTV纪实科教HD,http://114.254.81.109:2222/rtp/239.3.1.115:8000 -- 0.10 MB/s
BRTV纪实科教HD,http://114.254.88.162:2222/rtp/239.3.1.115:8000 -- 0.11 MB/s
BRTV纪实科教HD,http://114.254.89.209:2222/rtp/239.3.1.115:8000 -- 0.18 MB/s
BRTV纪实科教HD,http://123.113.180.31:8000/rtp/239.3.1.115:8000 -- 0.39 MB/s
BRTV纪实科教HD,http://123.113.251.39:8888/rtp/239.3.1.115:8000 -- 0.22 MB/s
BRTV纪实科教HD,http://123.114.17.98:4000/rtp/239.3.1.115:8000 -- 0.16 MB/s
BRTV纪实科教HD,http://124.64.235.39:8012/rtp/239.3.1.115:8000 -- 0.23 MB/s
BRTV纪实科教HD,http://125.34.48.61:8890/rtp/239.3.1.115:8000 -- 0.37 MB/s
BRTV纪实科教HD,http://221.219.67.213:5957/rtp/239.3.1.115:8000 -- 0.39 MB/s
BRTV纪实科教HD,http://221.221.219.139:31415/rtp/239.3.1.115:8000 -- 0.49 MB/s
BRTV纪实科教HD,http://221.223.17.137:8888/rtp/239.3.1.115:8000 -- 0.24 MB/s
BRTV纪实科教HD,http://221.223.17.24:58888/rtp/239.3.1.115:8000 -- 0.25 MB/s
BRTV纪实科教HD,http://221.223.19.203:58888/rtp/239.3.1.115:8000 -- 0.42 MB/s
BRTV纪实科教HD,http://221.223.20.56:8888/rtp/239.3.1.115:8000 -- 0.04 MB/s
BRTV纪实科教HD,http://221.223.42.10:31027/rtp/239.3.1.115:8000 -- 0.31 MB/s
BRTV纪实科教HD,http://221.223.43.25:31027/rtp/239.3.1.115:8000 -- 0.15 MB/s
BRTV纪实科教HD,http://222.128.169.213:8888/rtp/239.3.1.115:8000 -- 0.42 MB/s
BRTV纪实科教HD,http://222.129.137.223:8888/rtp/239.3.1.115:8000 -- 0.39 MB/s
BRTV纪实科教HD,http://222.129.141.10:8888/rtp/239.3.1.115:8000 -- 0.43 MB/s
BRTV纪实科教HD,http://223.72.25.197:31027/rtp/239.3.1.115:8000 -- 0.15 MB/s
BRTV财经HD,http://111.193.225.151:8888/rtp/239.3.1.116:8000 -- 0.14 MB/s
BRTV财经HD,http://111.194.150.28:8888/rtp/239.3.1.116:8000 -- 0.30 MB/s
BRTV财经HD,http://111.196.130.76:8012/rtp/239.3.1.116:8000 -- 0.12 MB/s
BRTV财经HD,http://111.196.189.12:5555/rtp/239.3.1.116:8000 -- 0.43 MB/s
BRTV财经HD,http://111.199.232.176:8188/rtp/239.3.1.116:8000 -- 0.42 MB/s
BRTV财经HD,http://111.199.237.67:8188/rtp/239.3.1.116:8000 -- 0.21 MB/s
BRTV财经HD,http://114.243.106.86:8888/rtp/239.3.1.116:8000 -- 0.41 MB/s
BRTV财经HD,http://114.244.117.82:8888/rtp/239.3.1.116:8000 -- 0.25 MB/s
BRTV财经HD,http://114.252.149.21:8890/rtp/239.3.1.116:8000 -- 0.42 MB/s
BRTV财经HD,http://114.252.236.205:8000/rtp/239.3.1.116:8000 -- 0.00 MB/s
BRTV财经HD,http://114.252.238.87:8000/rtp/239.3.1.116:8000 -- 0.43 MB/s
BRTV财经HD,http://114.253.247.226:4022/rtp/239.3.1.116:8000 -- 0.26 MB/s
BRTV财经HD,http://114.253.76.165:58888/rtp/239.3.1.116:8000 -- 0.23 MB/s
BRTV财经HD,http://114.254.20.116:18888/rtp/239.3.1.116:8000 -- 0.42 MB/s
BRTV财经HD,http://114.254.81.109:2222/rtp/239.3.1.116:8000 -- 0.23 MB/s
BRTV财经HD,http://114.254.81.48:2222/rtp/239.3.1.116:8000 -- 0.25 MB/s
BRTV财经HD,http://114.254.88.162:2222/rtp/239.3.1.116:8000 -- 0.04 MB/s
BRTV财经HD,http://114.254.89.209:2222/rtp/239.3.1.116:8000 -- 0.24 MB/s
BRTV财经HD,http://123.113.180.31:8000/rtp/239.3.1.116:8000 -- 0.13 MB/s
BRTV财经HD,http://123.113.251.39:8888/rtp/239.3.1.116:8000 -- 0.25 MB/s
BRTV财经HD,http://123.114.17.98:4000/rtp/239.3.1.116:8000 -- 0.29 MB/s
BRTV财经HD,http://124.64.235.39:8012/rtp/239.3.1.116:8000 -- 0.49 MB/s
BRTV财经HD,http://125.34.48.61:8890/rtp/239.3.1.116:8000 -- 0.22 MB/s
BRTV财经HD,http://221.219.67.213:5957/rtp/239.3.1.116:8000 -- 0.00 MB/s
BRTV财经HD,http://221.221.219.139:31415/rtp/239.3.1.116:8000 -- 0.50 MB/s
BRTV财经HD,http://221.223.17.137:8888/rtp/239.3.1.116:8000 -- 0.23 MB/s
BRTV财经HD,http://221.223.17.24:58888/rtp/239.3.1.116:8000 -- 0.26 MB/s
BRTV财经HD,http://221.223.19.203:58888/rtp/239.3.1.116:8000 -- 0.04 MB/s
BRTV财经HD,http://221.223.20.56:8888/rtp/239.3.1.116:8000 -- 0.06 MB/s
BRTV财经HD,http://221.223.42.10:31027/rtp/239.3.1.116:8000 -- 0.21 MB/s
BRTV财经HD,http://221.223.43.25:31027/rtp/239.3.1.116:8000 -- 0.40 MB/s
BRTV财经HD,http://222.128.169.213:8888/rtp/239.3.1.116:8000 -- 0.12 MB/s
BRTV财经HD,http://222.129.137.223:8888/rtp/239.3.1.116:8000 -- 0.17 MB/s
BRTV财经HD,http://222.129.141.10:8888/rtp/239.3.1.116:8000 -- 0.18 MB/s
BRTV财经HD,http://223.72.25.197:31027/rtp/239.3.1.116:8000 -- 0.28 MB/s
BTV国际频道,http://111.193.225.151:8888/rtp/239.3.1.235:8000 -- 0.00 MB/s
BTV国际频道,http://111.194.150.28:8888/rtp/239.3.1.235:8000 -- 0.32 MB/s
BTV国际频道,http://111.196.130.76:8012/rtp/239.3.1.235:8000 -- 0.13 MB/s
BTV国际频道,http://111.196.189.12:5555/rtp/239.3.1.235:8000 -- 0.14 MB/s
BTV国际频道,http://111.199.232.176:8188/rtp/239.3.1.235:8000 -- 0.25 MB/s
BTV国际频道,http://111.199.237.67:8188/rtp/239.3.1.235:8000 -- 0.33 MB/s
BTV国际频道,http://114.243.106.86:8888/rtp/239.3.1.235:8000 -- 0.40 MB/s
BTV国际频道,http://114.244.117.82:8888/rtp/239.3.1.235:8000 -- 0.01 MB/s
BTV国际频道,http://114.252.149.21:8890/rtp/239.3.1.235:8000 -- 0.39 MB/s
BTV国际频道,http://114.252.236.205:8000/rtp/239.3.1.235:8000 -- 0.43 MB/s
BTV国际频道,http://114.253.247.226:4022/rtp/239.3.1.235:8000 -- 0.13 MB/s
BTV国际频道,http://114.253.76.165:58888/rtp/239.3.1.235:8000 -- 0.22 MB/s
BTV国际频道,http://114.254.20.116:18888/rtp/239.3.1.235:8000 -- 0.42 MB/s
BTV国际频道,http://114.254.81.109:2222/rtp/239.3.1.235:8000 -- 0.06 MB/s
BTV国际频道,http://114.254.88.162:2222/rtp/239.3.1.235:8000 -- 0.21 MB/s
BTV国际频道,http://114.254.89.209:2222/rtp/239.3.1.235:8000 -- 0.38 MB/s
BTV国际频道,http://123.113.180.31:8000/rtp/239.3.1.235:8000 -- 0.42 MB/s
BTV国际频道,http://123.113.251.39:8888/rtp/239.3.1.235:8000 -- 0.42 MB/s
BTV国际频道,http://123.114.17.98:4000/rtp/239.3.1.235:8000 -- 0.34 MB/s
BTV国际频道,http://124.64.235.39:8012/rtp/239.3.1.235:8000 -- 0.47 MB/s
BTV国际频道,http://125.34.48.61:8890/rtp/239.3.1.235:8000 -- 0.13 MB/s
BTV国际频道,http://221.219.67.213:5957/rtp/239.3.1.235:8000 -- 0.00 MB/s
BTV国际频道,http://221.221.219.139:31415/rtp/239.3.1.235:8000 -- 0.50 MB/s
BTV国际频道,http://221.223.17.137:8888/rtp/239.3.1.235:8000 -- 0.07 MB/s
BTV国际频道,http://221.223.17.24:58888/rtp/239.3.1.235:8000 -- 0.26 MB/s
BTV国际频道,http://221.223.19.203:58888/rtp/239.3.1.235:8000 -- 0.43 MB/s
BTV国际频道,http://221.223.20.56:8888/rtp/239.3.1.235:8000 -- 0.11 MB/s
BTV国际频道,http://221.223.42.10:31027/rtp/239.3.1.235:8000 -- 0.21 MB/s
BTV国际频道,http://221.223.43.25:31027/rtp/239.3.1.235:8000 -- 0.24 MB/s
BTV国际频道,http://222.128.169.213:8888/rtp/239.3.1.235:8000 -- 0.37 MB/s
BTV国际频道,http://222.129.137.223:8888/rtp/239.3.1.235:8000 -- 0.06 MB/s
BTV国际频道,http://222.129.141.10:8888/rtp/239.3.1.235:8000 -- 0.38 MB/s
BTV国际频道,http://223.72.25.197:31027/rtp/239.3.1.235:8000 -- 0.13 MB/s
CCTV10高清,http://119.131.24.220:9003/udp/239.77.0.134:5146 -- 0.45 MB/s
CCTV10高清,http://125.89.163.44:8888/udp/239.77.0.134:5146 -- 0.23 MB/s
CCTV10高清,http://14.121.146.64:554/udp/239.77.0.134:5146 -- 0.41 MB/s
CCTV10高清,http://183.45.17.208:60022/udp/239.77.0.134:5146 -- 0.43 MB/s
CCTV10高清,http://183.51.190.223:6633/udp/239.77.0.134:5146 -- 0.25 MB/s
CCTV11高清,http://113.93.28.246:8088/udp/239.77.1.238:5146 -- 0.43 MB/s
CCTV11高清,http://119.131.24.220:9003/udp/239.77.1.238:5146 -- 0.43 MB/s
CCTV11高清,http://120.234.5.28:6000/udp/239.77.1.238:5146 -- 0.40 MB/s
CCTV11高清,http://120.234.5.28:7000/udp/239.77.1.238:5146 -- 0.37 MB/s
CCTV11高清,http://120.234.5.29:6000/udp/239.77.1.238:5146 -- 0.05 MB/s
CCTV11高清,http://120.234.5.29:7000/udp/239.77.1.238:5146 -- 0.23 MB/s
CCTV11高清,http://120.238.99.51:8888/udp/239.77.1.238:5146 -- 0.02 MB/s
CCTV11高清,http://125.89.163.44:8888/udp/239.77.1.238:5146 -- 0.43 MB/s
CCTV11高清,http://14.121.146.64:554/udp/239.77.1.238:5146 -- 0.40 MB/s
CCTV11高清,http://183.0.201.132:8188/udp/239.77.1.238:5146 -- 0.24 MB/s
CCTV11高清,http://183.45.17.208:60022/udp/239.77.1.238:5146 -- 0.44 MB/s
CCTV11高清,http://183.51.190.223:6633/udp/239.77.1.238:5146 -- 0.25 MB/s
CCTV11高清,http://183.51.190.237:6633/udp/239.77.1.238:5146 -- 0.42 MB/s
CCTV12高清,http://119.131.24.220:9003/udp/239.77.0.136:5146 -- 0.31 MB/s
CCTV12高清,http://120.238.99.51:8888/udp/239.77.0.136:5146 -- 0.39 MB/s
CCTV12高清,http://125.89.163.44:8888/udp/239.77.0.136:5146 -- 0.08 MB/s
CCTV12高清,http://14.121.146.64:554/udp/239.77.0.136:5146 -- 0.41 MB/s
CCTV12高清,http://183.45.17.208:60022/udp/239.77.0.136:5146 -- 0.30 MB/s
CCTV12高清,http://183.51.190.237:6633/udp/239.77.0.136:5146 -- 0.24 MB/s
CCTV13高清,http://113.93.28.246:8088/udp/239.77.0.188:5146 -- 0.25 MB/s
CCTV13高清,http://119.131.24.220:9003/udp/239.77.0.188:5146 -- 0.40 MB/s
CCTV13高清,http://120.234.5.28:6000/udp/239.77.0.188:5146 -- 0.22 MB/s
CCTV13高清,http://120.234.5.28:7000/udp/239.77.0.188:5146 -- 0.13 MB/s
CCTV13高清,http://120.234.5.29:6000/udp/239.77.0.188:5146 -- 0.19 MB/s
CCTV13高清,http://120.234.5.29:7000/udp/239.77.0.188:5146 -- 0.09 MB/s
CCTV13高清,http://120.238.99.51:8888/udp/239.77.0.188:5146 -- 0.03 MB/s
CCTV13高清,http://125.89.163.44:8888/udp/239.77.0.188:5146 -- 0.22 MB/s
CCTV13高清,http://14.121.146.64:554/udp/239.77.0.188:5146 -- 0.40 MB/s
CCTV13高清,http://183.45.17.208:60022/udp/239.77.0.188:5146 -- 0.42 MB/s
CCTV13高清,http://183.51.190.223:6633/udp/239.77.0.188:5146 -- 0.25 MB/s
CCTV13高清,http://183.51.190.237:6633/udp/239.77.0.188:5146 -- 0.18 MB/s
CCTV14高清,http://113.93.28.246:8088/udp/239.77.0.133:5146 -- 0.43 MB/s
CCTV14高清,http://119.131.24.220:9003/udp/239.77.0.133:5146 -- 0.34 MB/s
CCTV14高清,http://120.238.99.51:8888/udp/239.77.0.133:5146 -- 0.10 MB/s
CCTV14高清,http://125.89.163.44:8888/udp/239.77.0.133:5146 -- 0.15 MB/s
CCTV14高清,http://14.121.146.64:554/udp/239.77.0.133:5146 -- 0.41 MB/s
CCTV14高清,http://183.0.201.132:8188/udp/239.77.0.133:5146 -- 0.15 MB/s
CCTV14高清,http://183.45.17.208:60022/udp/239.77.0.133:5146 -- 0.43 MB/s
CCTV15高清,http://113.93.28.246:8088/udp/239.77.1.239:5146 -- 0.16 MB/s
CCTV15高清,http://119.131.24.220:9003/udp/239.77.1.239:5146 -- 0.18 MB/s
CCTV15高清,http://120.238.99.51:8888/udp/239.77.1.239:5146 -- 0.43 MB/s
CCTV15高清,http://14.121.146.64:554/udp/239.77.1.239:5146 -- 0.41 MB/s
CCTV15高清,http://183.0.201.132:8188/udp/239.77.1.239:5146 -- 0.09 MB/s
CCTV15高清,http://183.45.17.208:60022/udp/239.77.1.239:5146 -- 0.33 MB/s
CCTV15高清,http://183.51.190.237:6633/udp/239.77.1.239:5146 -- 0.08 MB/s
CCTV17农业高清,http://119.131.24.220:9003/udp/239.77.0.198:5146 -- 0.30 MB/s
CCTV17农业高清,http://120.238.99.51:8888/udp/239.77.0.198:5146 -- 0.14 MB/s
CCTV17农业高清,http://14.121.146.64:554/udp/239.77.0.198:5146 -- 0.41 MB/s
CCTV17农业高清,http://183.45.17.208:60022/udp/239.77.0.198:5146 -- 0.44 MB/s
CCTV17农业高清,http://183.51.190.237:6633/udp/239.77.0.198:5146 -- 0.25 MB/s
CCTV1高清,http://113.93.28.246:8088/udp/239.77.0.86:5146 -- 0.26 MB/s
CCTV1高清,http://119.131.24.220:9003/udp/239.77.0.86:5146 -- 0.26 MB/s
CCTV1高清,http://120.238.99.51:8888/udp/239.77.0.86:5146 -- 0.40 MB/s
CCTV1高清,http://14.121.146.64:554/udp/239.77.0.86:5146 -- 0.40 MB/s
CCTV1高清,http://183.45.17.208:60022/udp/239.77.0.86:5146 -- 0.43 MB/s
CCTV1高清,http://59.35.185.47:8188/udp/239.77.0.86:5146 -- 0.42 MB/s
CCTV2高清,http://113.93.28.246:8088/udp/239.77.0.137:5146 -- 0.42 MB/s
CCTV2高清,http://119.131.24.220:9003/udp/239.77.0.137:5146 -- 0.42 MB/s
CCTV2高清,http://120.238.99.51:8888/udp/239.77.0.137:5146 -- 0.33 MB/s
CCTV2高清,http://14.121.146.64:554/udp/239.77.0.137:5146 -- 0.41 MB/s
CCTV2高清,http://183.0.201.132:8188/udp/239.77.0.137:5146 -- 0.23 MB/s
CCTV2高清,http://183.45.17.208:60022/udp/239.77.0.137:5146 -- 0.43 MB/s
CCTV3高清,http://119.131.24.220:9003/udp/239.77.0.169:5146 -- 0.32 MB/s
CCTV3高清,http://120.234.5.28:6000/udp/239.77.0.169:5146 -- 0.37 MB/s
CCTV3高清,http://120.234.5.28:7000/udp/239.77.0.169:5146 -- 0.25 MB/s
CCTV3高清,http://120.234.5.29:6000/udp/239.77.0.169:5146 -- 0.04 MB/s
CCTV3高清,http://120.234.5.29:7000/udp/239.77.0.169:5146 -- 0.03 MB/s
CCTV3高清,http://120.238.99.51:8888/udp/239.77.0.169:5146 -- 0.29 MB/s
CCTV3高清,http://14.121.146.64:554/udp/239.77.0.169:5146 -- 0.41 MB/s
CCTV3高清,http://183.45.17.208:60022/udp/239.77.0.169:5146 -- 0.43 MB/s
CCTV3高清,http://183.51.190.223:6633/udp/239.77.0.169:5146 -- 0.25 MB/s
CCTV3高清,http://183.51.190.237:6633/udp/239.77.0.169:5146 -- 0.25 MB/s
CCTV4高清,http://119.131.24.220:9003/udp/239.77.0.78:5146 -- 0.45 MB/s
CCTV4高清,http://120.238.99.51:8888/udp/239.77.0.78:5146 -- 0.18 MB/s
CCTV4高清,http://125.89.163.44:8888/udp/239.77.0.78:5146 -- 0.43 MB/s
CCTV4高清,http://14.121.146.64:554/udp/239.77.0.78:5146 -- 0.41 MB/s
CCTV4高清,http://183.0.201.132:8188/udp/239.77.0.78:5146 -- 0.08 MB/s
CCTV4高清,http://183.45.17.208:60022/udp/239.77.0.78:5146 -- 0.43 MB/s
CCTV4高清,http://183.51.190.237:6633/udp/239.77.0.78:5146 -- 0.45 MB/s
CCTV5高清,http://113.93.28.246:8088/udp/239.77.0.170:5146 -- 0.43 MB/s
CCTV5高清,http://119.131.24.220:9003/udp/239.77.0.170:5146 -- 0.19 MB/s
CCTV5高清,http://120.234.5.28:6000/udp/239.77.0.170:5146 -- 0.34 MB/s
CCTV5高清,http://120.234.5.28:7000/udp/239.77.0.170:5146 -- 0.40 MB/s
CCTV5高清,http://120.234.5.29:6000/udp/239.77.0.170:5146 -- 0.38 MB/s
CCTV5高清,http://120.234.5.29:7000/udp/239.77.0.170:5146 -- 0.23 MB/s
CCTV5高清,http://120.238.99.51:8888/udp/239.77.0.170:5146 -- 0.40 MB/s
CCTV5高清,http://14.121.146.64:554/udp/239.77.0.170:5146 -- 0.41 MB/s
CCTV5高清,http://183.45.17.208:60022/udp/239.77.0.170:5146 -- 0.42 MB/s
CCTV5高清,http://59.35.185.47:8188/udp/239.77.0.170:5146 -- 0.41 MB/s
CCTV5＋体育高清,http://113.93.28.246:8088/udp/239.77.0.87:5146 -- 0.25 MB/s
CCTV5＋体育高清,http://119.131.24.220:9003/udp/239.77.0.87:5146 -- 0.26 MB/s
CCTV5＋体育高清,http://120.234.5.28:6000/udp/239.77.0.87:5146 -- 0.17 MB/s
CCTV5＋体育高清,http://120.234.5.28:7000/udp/239.77.0.87:5146 -- 0.18 MB/s
CCTV5＋体育高清,http://120.234.5.29:6000/udp/239.77.0.87:5146 -- 0.40 MB/s
CCTV5＋体育高清,http://120.234.5.29:7000/udp/239.77.0.87:5146 -- 0.22 MB/s
CCTV5＋体育高清,http://120.238.99.51:8888/udp/239.77.0.87:5146 -- 0.35 MB/s
CCTV5＋体育高清,http://125.89.163.44:8888/udp/239.77.0.87:5146 -- 0.16 MB/s
CCTV5＋体育高清,http://14.121.146.64:554/udp/239.77.0.87:5146 -- 0.32 MB/s
CCTV5＋体育高清,http://183.0.201.132:8188/udp/239.77.0.87:5146 -- 0.24 MB/s
CCTV5＋体育高清,http://183.45.17.208:60022/udp/239.77.0.87:5146 -- 0.45 MB/s
CCTV6高清,http://119.131.24.220:9003/udp/239.77.0.171:5146 -- 0.32 MB/s
CCTV6高清,http://120.234.5.28:6000/udp/239.77.0.171:5146 -- 0.04 MB/s
CCTV6高清,http://120.234.5.28:7000/udp/239.77.0.171:5146 -- 0.07 MB/s
CCTV6高清,http://120.234.5.29:6000/udp/239.77.0.171:5146 -- 0.20 MB/s
CCTV6高清,http://120.234.5.29:7000/udp/239.77.0.171:5146 -- 0.16 MB/s
CCTV6高清,http://120.238.99.51:8888/udp/239.77.0.171:5146 -- 0.23 MB/s
CCTV6高清,http://14.121.146.64:554/udp/239.77.0.171:5146 -- 0.29 MB/s
CCTV6高清,http://183.45.17.208:60022/udp/239.77.0.171:5146 -- 0.43 MB/s
CCTV6高清,http://183.51.190.223:6633/udp/239.77.0.171:5146 -- 0.44 MB/s
CCTV7高清,http://113.93.28.246:8088/udp/239.77.0.138:5146 -- 0.30 MB/s
CCTV7高清,http://119.131.24.220:9003/udp/239.77.0.138:5146 -- 0.24 MB/s
CCTV7高清,http://120.238.99.51:8888/udp/239.77.0.138:5146 -- 0.23 MB/s
CCTV7高清,http://14.121.146.64:554/udp/239.77.0.138:5146 -- 0.41 MB/s
CCTV7高清,http://183.0.201.132:8188/udp/239.77.0.138:5146 -- 0.30 MB/s
CCTV7高清,http://183.45.17.208:60022/udp/239.77.0.138:5146 -- 0.32 MB/s
CCTV7高清,http://183.51.190.237:6633/udp/239.77.0.138:5146 -- 0.26 MB/s
CCTV7高清,http://59.35.185.47:8188/udp/239.77.0.138:5146 -- 0.42 MB/s
CCTV8高清,http://119.131.24.220:9003/udp/239.77.0.172:5146 -- 0.44 MB/s
CCTV8高清,http://120.234.5.28:6000/udp/239.77.0.172:5146 -- 0.22 MB/s
CCTV8高清,http://120.234.5.28:7000/udp/239.77.0.172:5146 -- 0.38 MB/s
CCTV8高清,http://120.234.5.29:6000/udp/239.77.0.172:5146 -- 0.38 MB/s
CCTV8高清,http://120.234.5.29:7000/udp/239.77.0.172:5146 -- 0.30 MB/s
CCTV8高清,http://120.238.99.51:8888/udp/239.77.0.172:5146 -- 0.39 MB/s
CCTV8高清,http://125.89.163.44:8888/udp/239.77.0.172:5146 -- 0.39 MB/s
CCTV8高清,http://14.112.85.22:40222/udp/239.77.0.172:5146 -- 0.43 MB/s
CCTV8高清,http://14.121.146.64:554/udp/239.77.0.172:5146 -- 0.40 MB/s
CCTV8高清,http://183.45.17.208:60022/udp/239.77.0.172:5146 -- 0.44 MB/s
CCTV8高清,http://183.51.190.237:6633/udp/239.77.0.172:5146 -- 0.23 MB/s
CCTV9高清,http://113.93.28.246:8088/udp/239.77.0.135:5146 -- 0.01 MB/s
CCTV9高清,http://119.131.24.220:9003/udp/239.77.0.135:5146 -- 0.26 MB/s
CCTV9高清,http://120.238.99.51:8888/udp/239.77.0.135:5146 -- 0.02 MB/s
CCTV9高清,http://14.121.146.64:554/udp/239.77.0.135:5146 -- 0.41 MB/s
CCTV9高清,http://183.45.17.208:60022/udp/239.77.0.135:5146 -- 0.44 MB/s
CCTV9高清,http://183.51.190.237:6633/udp/239.77.0.135:5146 -- 0.25 MB/s
CDTV-2,http://118.116.38.54:27777/udp/239.93.0.17:1239 -- 0.27 MB/s
CDTV-2,http://171.213.136.144:8886/udp/239.93.0.17:1239 -- 0.40 MB/s
CDTV-2,http://171.213.206.16:8888/udp/239.93.0.17:1239 -- 0.40 MB/s
CDTV-2,http://183.222.206.14:8096/udp/239.93.0.17:1239 -- 0.13 MB/s
CDTV-2,http://222.212.14.162:1111/udp/239.93.0.17:1239 -- 0.23 MB/s
CDTV-2,http://222.212.84.190:54123/udp/239.93.0.17:1239 -- 0.39 MB/s
CDTV-3,http://118.116.38.54:27777/udp/239.93.0.18:1238 -- 0.37 MB/s
CDTV-3,http://171.212.255.133:18889/udp/239.93.0.18:1238 -- 0.35 MB/s
CDTV-3,http://171.213.136.144:8886/udp/239.93.0.18:1238 -- 0.39 MB/s
CDTV-3,http://171.213.206.16:8888/udp/239.93.0.18:1238 -- 0.22 MB/s
CDTV-3,http://171.213.207.208:8888/udp/239.93.0.18:1238 -- 0.12 MB/s
CDTV-3,http://183.222.206.14:8096/udp/239.93.0.18:1238 -- 0.21 MB/s
CDTV-3,http://222.212.14.162:1111/udp/239.93.0.18:1238 -- 0.40 MB/s
CDTV-3,http://222.212.84.190:54123/udp/239.93.0.18:1238 -- 0.40 MB/s
CDTV-4,http://118.116.38.54:27777/udp/239.93.0.19:1250 -- 0.37 MB/s
CDTV-4,http://171.212.255.133:18889/udp/239.93.0.19:1250 -- 0.41 MB/s
CDTV-4,http://171.213.136.144:8886/udp/239.93.0.19:1250 -- 0.40 MB/s
CDTV-4,http://171.213.207.208:8888/udp/239.93.0.19:1250 -- 0.14 MB/s
CDTV-4,http://183.222.206.14:8096/udp/239.93.0.19:1250 -- 0.16 MB/s
CDTV-4,http://222.212.14.162:1111/udp/239.93.0.19:1250 -- 0.40 MB/s
CDTV-5,http://118.116.38.54:27777/udp/239.93.1.231:5140 -- 0.26 MB/s
CDTV-5,http://171.212.255.133:18889/udp/239.93.1.231:5140 -- 0.41 MB/s
CDTV-5,http://171.213.136.144:8886/udp/239.93.1.231:5140 -- 0.39 MB/s
CDTV-5,http://171.213.206.16:8888/udp/239.93.1.231:5140 -- 0.10 MB/s
CDTV-5,http://171.213.207.208:8888/udp/239.93.1.231:5140 -- 0.07 MB/s
CDTV-5,http://183.222.206.14:8096/udp/239.93.1.231:5140 -- 0.09 MB/s
CDTV-5,http://222.212.14.162:1111/udp/239.93.1.231:5140 -- 0.40 MB/s
CDTV-5,http://222.212.84.190:54123/udp/239.93.1.231:5140 -- 0.40 MB/s
CDTV-6,http://118.116.38.54:27777/udp/239.93.0.21:1251 -- 0.35 MB/s
CDTV-6,http://171.212.255.133:18889/udp/239.93.0.21:1251 -- 0.39 MB/s
CDTV-6,http://171.213.136.144:8886/udp/239.93.0.21:1251 -- 0.40 MB/s
CDTV-6,http://171.213.206.16:8888/udp/239.93.0.21:1251 -- 0.07 MB/s
CDTV-6,http://171.213.207.208:8888/udp/239.93.0.21:1251 -- 0.11 MB/s
CDTV-6,http://183.222.206.14:8096/udp/239.93.0.21:1251 -- 0.16 MB/s
CDTV-6,http://222.212.14.162:1111/udp/239.93.0.21:1251 -- 0.40 MB/s
CDTV-8,http://118.116.38.54:27777/udp/239.93.0.22:1252 -- 0.37 MB/s
CDTV-8,http://171.212.255.133:18889/udp/239.93.0.22:1252 -- 0.41 MB/s
CDTV-8,http://171.213.136.144:8886/udp/239.93.0.22:1252 -- 0.40 MB/s
CDTV-8,http://171.213.206.16:8888/udp/239.93.0.22:1252 -- 0.40 MB/s
CDTV-8,http://171.213.207.208:8888/udp/239.93.0.22:1252 -- 0.13 MB/s
CDTV-8,http://183.222.206.14:8096/udp/239.93.0.22:1252 -- 0.26 MB/s
CDTV-8,http://222.212.14.162:1111/udp/239.93.0.22:1252 -- 0.40 MB/s
CDTV-8,http://222.212.84.190:54123/udp/239.93.0.22:1252 -- 0.24 MB/s
CETV2,http://113.93.28.246:8088/udp/239.77.0.28:5146 -- 0.00 MB/s
