
#天津,#genre#
欢笑剧场（备）,http://home.qingyuga.com:8888/udp/239.45.1.4:5140 -- 0.19 MB/s
欢笑剧场（备）,http://pal.rogerxlj.top:9998/udp/239.45.1.4:5140 -- 0.18 MB/s
欢笑剧场（备）,http://180.173.51.138:8888/udp/239.45.1.4:5140 -- 0.19 MB/s
欢笑剧场（备）,http://114.95.213.192:3333/udp/239.45.1.4:5140 -- 0.43 MB/s
欢笑剧场（备）,http://114.95.156.205:4022/udp/239.45.1.4:5140 -- 0.43 MB/s
欢笑剧场（备）,http://222.67.148.108:4022/udp/239.45.1.4:5140 -- 0.44 MB/s
欢笑剧场（备）,http://www.rogerxlj.top:9998/udp/239.45.1.4:5140 -- 0.39 MB/s
法治天地,http://222.64.206.2:8899/udp/239.45.1.46:5140 -- 0.46 MB/s
法治天地,http://www.rogerxlj.top:9998/udp/239.45.1.46:5140 -- 0.37 MB/s
法治天地,http://home.qingyuga.com:8888/udp/239.45.1.46:5140 -- 0.41 MB/s
法治天地,http://114.95.156.205:4022/udp/239.45.1.46:5140 -- 0.37 MB/s
法治天地,http://114.95.213.192:3333/udp/239.45.1.46:5140 -- 0.26 MB/s
法治天地,http://pal.rogerxlj.top:9998/udp/239.45.1.46:5140 -- 0.15 MB/s
法治天地,http://222.67.148.108:4022/udp/239.45.1.46:5140 -- 0.24 MB/s
法治天地,http://180.173.51.138:8888/udp/239.45.1.46:5140 -- 0.24 MB/s
法治天地,http://vpn.rogerxlj.top:9998/udp/239.45.1.46:5140 -- 0.08 MB/s
浦东频道,http://222.64.206.2:8899/udp/239.45.3.248:5140 -- 0.38 MB/s
浦东频道,http://pal.rogerxlj.top:9998/udp/239.45.3.248:5140 -- 0.21 MB/s
浦东频道,http://222.67.148.108:4022/udp/239.45.3.248:5140 -- 0.00 MB/s
浦东频道,http://home.qingyuga.com:8888/udp/239.45.3.248:5140 -- 0.04 MB/s
浦东频道,http://www.rogerxlj.top:9998/udp/239.45.3.248:5140 -- 0.16 MB/s
浦东频道,http://114.95.156.205:4022/udp/239.45.3.248:5140 -- 0.32 MB/s
浦东频道,http://180.173.51.138:8888/udp/239.45.3.248:5140 -- 0.06 MB/s
浦东频道,http://vpn.rogerxlj.top:9998/udp/239.45.3.248:5140 -- 0.33 MB/s
浦东频道,http://114.95.213.192:3333/udp/239.45.3.248:5140 -- 0.08 MB/s
游戏风云,http://www.rogerxlj.top:9998/udp/239.45.3.131:5140 -- 0.38 MB/s
游戏风云,http://114.95.156.205:4022/udp/239.45.3.131:5140 -- 0.43 MB/s
游戏风云,http://114.95.213.192:3333/udp/239.45.3.131:5140 -- 0.10 MB/s
游戏风云,http://222.64.206.2:8899/udp/239.45.3.131:5140 -- 0.45 MB/s
游戏风云,http://222.67.148.108:4022/udp/239.45.3.131:5140 -- 0.44 MB/s
游戏风云,http://vpn.rogerxlj.top:9998/udp/239.45.3.131:5140 -- 0.29 MB/s
游戏风云,http://pal.rogerxlj.top:9998/udp/239.45.3.131:5140 -- 0.13 MB/s
游戏风云,http://home.qingyuga.com:8888/udp/239.45.3.131:5140 -- 0.29 MB/s
游戏风云,http://180.173.51.138:8888/udp/239.45.3.131:5140 -- 0.33 MB/s
生活时尚,http://180.173.51.138:8888/udp/239.45.3.132:5140 -- 0.25 MB/s
生活时尚,http://222.64.206.2:8899/udp/239.45.3.132:5140 -- 0.45 MB/s
生活时尚,http://home.qingyuga.com:8888/udp/239.45.3.132:5140 -- 0.43 MB/s
生活时尚,http://114.95.213.192:3333/udp/239.45.3.132:5140 -- 0.00 MB/s
生活时尚,http://www.rogerxlj.top:9998/udp/239.45.3.132:5140 -- 0.18 MB/s
生活时尚,http://114.95.156.205:4022/udp/239.45.3.132:5140 -- 0.43 MB/s
生活时尚,http://vpn.rogerxlj.top:9998/udp/239.45.3.132:5140 -- 0.34 MB/s
生活时尚,http://pal.rogerxlj.top:9998/udp/239.45.3.132:5140 -- 0.24 MB/s
生活时尚,http://222.67.148.108:4022/udp/239.45.3.132:5140 -- 0.45 MB/s
百事通4K,http://114.95.156.205:4022/udp/239.45.1.42:5140 -- 0.43 MB/s
百事通4K,http://www.rogerxlj.top:9998/udp/239.45.1.42:5140 -- 0.27 MB/s
百事通4K,http://222.67.148.108:4022/udp/239.45.1.42:5140 -- 0.25 MB/s
百事通4K,http://222.64.206.2:8899/udp/239.45.1.42:5140 -- 0.45 MB/s
百事通4K,http://vpn.rogerxlj.top:9998/udp/239.45.1.42:5140 -- 0.19 MB/s
百事通4K,http://180.173.51.138:8888/udp/239.45.1.42:5140 -- 0.25 MB/s
百事通4K,http://pal.rogerxlj.top:9998/udp/239.45.1.42:5140 -- 0.32 MB/s
百事通4K,http://home.qingyuga.com:8888/udp/239.45.1.42:5140 -- 0.23 MB/s
百事通4K,http://114.95.213.192:3333/udp/239.45.1.42:5140 -- 0.42 MB/s
百事通超级体育,http://www.rogerxlj.top:9998/udp/239.45.3.139:5140 -- 0.13 MB/s
百事通超级体育,http://pal.rogerxlj.top:9998/udp/239.45.3.139:5140 -- 0.16 MB/s
百事通超级体育,http://vpn.rogerxlj.top:9998/udp/239.45.3.139:5140 -- 0.16 MB/s
百事通超级体育,http://home.qingyuga.com:8888/udp/239.45.3.139:5140 -- 0.29 MB/s
百事通超级体育,http://180.173.51.138:8888/udp/239.45.3.139:5140 -- 0.41 MB/s
百事通超级体育,http://222.67.148.108:4022/udp/239.45.3.139:5140 -- 0.45 MB/s
百事通超级体育,http://222.64.206.2:8899/udp/239.45.3.139:5140 -- 0.45 MB/s
百事通超级体育,http://114.95.213.192:3333/udp/239.45.3.139:5140 -- 0.40 MB/s
百事通超级体育,http://114.95.156.205:4022/udp/239.45.3.139:5140 -- 0.43 MB/s
都市剧场,http://222.64.206.2:8899/udp/239.45.3.136:5140 -- 0.45 MB/s
都市剧场,http://180.173.51.138:8888/udp/239.45.3.136:5140 -- 0.41 MB/s
都市剧场,http://114.95.156.205:4022/udp/239.45.3.136:5140 -- 0.43 MB/s
都市剧场,http://222.67.148.108:4022/udp/239.45.3.136:5140 -- 0.45 MB/s
都市剧场,http://vpn.rogerxlj.top:9998/udp/239.45.3.136:5140 -- 0.20 MB/s
都市剧场,http://pal.rogerxlj.top:9998/udp/239.45.3.136:5140 -- 0.38 MB/s
都市剧场,http://114.95.213.192:3333/udp/239.45.3.136:5140 -- 0.45 MB/s
都市剧场,http://home.qingyuga.com:8888/udp/239.45.3.136:5140 -- 0.04 MB/s
都市剧场,http://www.rogerxlj.top:9998/udp/239.45.3.136:5140 -- 0.35 MB/s
金色频道,http://114.95.213.192:3333/udp/239.45.1.118:5140 -- 0.30 MB/s
金色频道,http://180.173.51.138:8888/udp/239.45.1.118:5140 -- 0.30 MB/s
金色频道,http://pal.rogerxlj.top:9998/udp/239.45.1.118:5140 -- 0.27 MB/s
金色频道,http://vpn.rogerxlj.top:9998/udp/239.45.1.118:5140 -- 0.27 MB/s
金色频道,http://222.64.206.2:8899/udp/239.45.1.118:5140 -- 0.29 MB/s
金色频道,http://home.qingyuga.com:8888/udp/239.45.1.118:5140 -- 0.26 MB/s
金色频道,http://114.95.156.205:4022/udp/239.45.1.118:5140 -- 0.24 MB/s
金色频道,http://www.rogerxlj.top:9998/udp/239.45.1.118:5140 -- 0.29 MB/s
金色频道,http://222.67.148.108:4022/udp/239.45.1.118:5140 -- 0.28 MB/s

#北京,#genre#
4K超清,http://114.254.93.117:2222/rtp/239.3.1.249:8001 -- 0.26 MB/s
4K超清,http://114.243.105.218:8888/rtp/239.3.1.249:8001 -- 0.00 MB/s
4K超清,http://114.254.91.80:2222/rtp/239.3.1.249:8001 -- 0.05 MB/s
4K超清,http://123.113.251.39:8888/rtp/239.3.1.249:8001 -- 0.24 MB/s
4K超清,http://114.253.57.101:10000/rtp/239.3.1.249:8001 -- 0.43 MB/s
4K超清,http://masiqi.myqnapcloud.com:4022/rtp/239.3.1.249:8001 -- 0.38 MB/s
4K超清,http://222.129.140.130:8888/rtp/239.3.1.249:8001 -- 0.42 MB/s
4K超清,http://happy2015.tpddns.cn:4000/rtp/239.3.1.249:8001 -- 0.38 MB/s
4K超清,http://111.193.226.190:9999/rtp/239.3.1.249:8001 -- 0.16 MB/s
4K超清,http://114.254.83.232:2222/rtp/239.3.1.249:8001 -- 0.22 MB/s
4K超清,http://sd2.playsth.fun:8888/rtp/239.3.1.249:8001 -- 0.25 MB/s
4K超清,http://happylive.asuscomm.com:8888/rtp/239.3.1.249:8001 -- 0.17 MB/s
4K超清,http://gen8.cc:5555/rtp/239.3.1.249:8001 -- 0.26 MB/s
4K超清,http://114.254.83.254:8888/rtp/239.3.1.249:8001 -- 0.44 MB/s
4K超清,http://114.243.98.241:8888/rtp/239.3.1.249:8001 -- 0.23 MB/s
4K超清,http://111.197.129.15:8888/rtp/239.3.1.249:8001 -- 0.38 MB/s
4K超清,http://111.196.129.152:20000/rtp/239.3.1.249:8001 -- 0.41 MB/s
4K超清,http://221.222.162.206:8888/rtp/239.3.1.249:8001 -- 0.15 MB/s
4K超清,http://115.171.17.51:9000/rtp/239.3.1.249:8001 -- 0.08 MB/s
4K超清,http://www.mxmy.net:8888/rtp/239.3.1.249:8001 -- 0.00 MB/s
4K超清,http://geewolf.i234.me:8888/rtp/239.3.1.249:8001 -- 0.17 MB/s
4K超清,http://123.113.237.161:8888/rtp/239.3.1.249:8001 -- 0.46 MB/s
4K超清,http://sd.playsth.fun:8888/rtp/239.3.1.249:8001 -- 0.38 MB/s
4K超清,http://www.gen8.cc:5555/rtp/239.3.1.249:8001 -- 0.21 MB/s
4K超清,http://114.254.85.23:2222/rtp/239.3.1.249:8001 -- 0.05 MB/s
4K超清,http://123.113.187.204:8000/rtp/239.3.1.249:8001 -- 0.43 MB/s
4K超清,http://114.254.94.65:8888/rtp/239.3.1.249:8001 -- 0.27 MB/s
4K超清,http://quan2018.mycloudnas.com:9000/rtp/239.3.1.249:8001 -- 0.08 MB/s
4K超清,http://114.252.236.205:8000/rtp/239.3.1.249:8001 -- 0.28 MB/s
BRTV体育休闲,http://114.254.94.65:8888/rtp/239.3.1.243:8000 -- 0.42 MB/s
BRTV体育休闲,http://sd2.playsth.fun:8888/rtp/239.3.1.243:8000 -- 0.39 MB/s
BRTV体育休闲,http://123.113.187.204:8000/rtp/239.3.1.243:8000 -- 0.22 MB/s
BRTV体育休闲,http://123.113.237.161:8888/rtp/239.3.1.243:8000 -- 0.15 MB/s
BRTV体育休闲,http://114.253.219.230:5400/rtp/239.3.1.243:8000 -- 0.19 MB/s
BRTV体育休闲,http://111.197.129.15:8888/rtp/239.3.1.243:8000 -- 0.38 MB/s
BRTV体育休闲,http://bj.zgnc.com.cn:2222/rtp/239.3.1.243:8000 -- 0.06 MB/s
BRTV体育休闲,http://114.254.83.232:2222/rtp/239.3.1.243:8000 -- 0.19 MB/s
BRTV体育休闲,http://www.gen8.cc:5555/rtp/239.3.1.243:8000 -- 0.38 MB/s
BRTV体育休闲,http://114.254.83.254:8888/rtp/239.3.1.243:8000 -- 0.43 MB/s
BRTV体育休闲,http://114.243.105.218:8888/rtp/239.3.1.243:8000 -- 0.21 MB/s
BRTV体育休闲,http://114.243.98.241:8888/rtp/239.3.1.243:8000 -- 0.24 MB/s
BRTV体育休闲,http://114.252.236.205:8000/rtp/239.3.1.243:8000 -- 0.42 MB/s
BRTV体育休闲,http://111.193.226.190:9999/rtp/239.3.1.243:8000 -- 0.43 MB/s
BRTV体育休闲,http://114.254.93.117:2222/rtp/239.3.1.243:8000 -- 0.39 MB/s
BRTV体育休闲,http://masiqi.myqnapcloud.com:4022/rtp/239.3.1.243:8000 -- 0.36 MB/s
BRTV体育休闲,http://115.171.17.51:9000/rtp/239.3.1.243:8000 -- 0.42 MB/s
BRTV体育休闲,http://111.196.129.152:20000/rtp/239.3.1.243:8000 -- 0.13 MB/s
BRTV体育休闲,http://quan2018.mycloudnas.com:9000/rtp/239.3.1.243:8000 -- 0.41 MB/s
BRTV体育休闲,http://221.222.162.206:8888/rtp/239.3.1.243:8000 -- 0.19 MB/s
BRTV体育休闲,http://222.129.140.130:8888/rtp/239.3.1.243:8000 -- 0.44 MB/s
BRTV体育休闲,http://123.113.251.39:8888/rtp/239.3.1.243:8000 -- 0.43 MB/s
BRTV体育休闲,http://114.254.85.23:2222/rtp/239.3.1.243:8000 -- 0.20 MB/s
BRTV体育休闲,http://gen8.cc:5555/rtp/239.3.1.243:8000 -- 0.42 MB/s
BRTV体育休闲,http://www.mxmy.net:8888/rtp/239.3.1.243:8000 -- 0.41 MB/s
BRTV体育休闲,http://happy2015.tpddns.cn:4000/rtp/239.3.1.243:8000 -- 0.37 MB/s
BRTV体育休闲,http://geewolf.i234.me:8888/rtp/239.3.1.243:8000 -- 0.32 MB/s
BRTV体育休闲,http://sd.playsth.fun:8888/rtp/239.3.1.243:8000 -- 0.38 MB/s
BRTV体育休闲,http://114.254.91.80:2222/rtp/239.3.1.243:8000 -- 0.08 MB/s
BRTV体育休闲,http://114.253.57.101:10000/rtp/239.3.1.243:8000 -- 0.43 MB/s
BRTV北京卫视HD,http://www.gen8.cc:5555/rtp/239.3.1.241:8000 -- 0.00 MB/s
BRTV北京卫视HD,http://115.171.17.51:9000/rtp/239.3.1.241:8000 -- 0.33 MB/s
BRTV北京卫视HD,http://222.129.140.130:8888/rtp/239.3.1.241:8000 -- 0.43 MB/s
BRTV北京卫视HD,http://114.254.93.117:2222/rtp/239.3.1.241:8000 -- 0.13 MB/s
BRTV北京卫视HD,http://114.254.83.232:2222/rtp/239.3.1.241:8000 -- 0.39 MB/s
BRTV北京卫视HD,http://114.254.94.65:8888/rtp/239.3.1.241:8000 -- 0.42 MB/s
BRTV北京卫视HD,http://geewolf.i234.me:8888/rtp/239.3.1.241:8000 -- 0.39 MB/s
BRTV北京卫视HD,http://221.222.162.206:8888/rtp/239.3.1.241:8000 -- 0.16 MB/s
BRTV北京卫视HD,http://masiqi.myqnapcloud.com:4022/rtp/239.3.1.241:8000 -- 0.41 MB/s
BRTV北京卫视HD,http://bj.zgnc.com.cn:2222/rtp/239.3.1.241:8000 -- 0.35 MB/s
BRTV北京卫视HD,http://quan2018.mycloudnas.com:9000/rtp/239.3.1.241:8000 -- 0.42 MB/s
BRTV北京卫视HD,http://114.254.83.254:8888/rtp/239.3.1.241:8000 -- 0.43 MB/s
BRTV北京卫视HD,http://111.196.129.152:20000/rtp/239.3.1.241:8000 -- 0.39 MB/s
BRTV北京卫视HD,http://123.113.237.161:8888/rtp/239.3.1.241:8000 -- 0.43 MB/s
BRTV北京卫视HD,http://gen8.cc:5555/rtp/239.3.1.241:8000 -- 0.23 MB/s
BRTV北京卫视HD,http://111.197.129.15:8888/rtp/239.3.1.241:8000 -- 0.39 MB/s
BRTV北京卫视HD,http://123.113.251.39:8888/rtp/239.3.1.241:8000 -- 0.24 MB/s
BRTV北京卫视HD,http://114.243.98.241:8888/rtp/239.3.1.241:8000 -- 0.21 MB/s
BRTV北京卫视HD,http://happylive.asuscomm.com:8888/rtp/239.3.1.241:8000 -- 0.07 MB/s
BRTV北京卫视HD,http://sd2.playsth.fun:8888/rtp/239.3.1.241:8000 -- 0.39 MB/s
BRTV北京卫视HD,http://114.254.85.23:2222/rtp/239.3.1.241:8000 -- 0.24 MB/s
BRTV北京卫视HD,http://sd.playsth.fun:8888/rtp/239.3.1.241:8000 -- 0.40 MB/s
BRTV北京卫视HD,http://114.253.219.230:5400/rtp/239.3.1.241:8000 -- 0.06 MB/s
BRTV北京卫视HD,http://123.113.187.204:8000/rtp/239.3.1.241:8000 -- 0.43 MB/s
BRTV北京卫视HD,http://happy2015.tpddns.cn:4000/rtp/239.3.1.241:8000 -- 0.37 MB/s
BRTV北京卫视HD,http://114.243.105.218:8888/rtp/239.3.1.241:8000 -- 0.21 MB/s
BRTV北京卫视HD,http://www.mxmy.net:8888/rtp/239.3.1.241:8000 -- 0.41 MB/s
BRTV北京卫视HD,http://114.252.236.205:8000/rtp/239.3.1.241:8000 -- 0.24 MB/s
BRTV北京卫视HD,http://111.193.226.190:9999/rtp/239.3.1.241:8000 -- 0.22 MB/s
BRTV北京卫视HD,http://114.254.91.80:2222/rtp/239.3.1.241:8000 -- 0.08 MB/s
BRTV北京卫视HD,http://114.253.57.101:10000/rtp/239.3.1.241:8000 -- 0.39 MB/s
BRTV卡酷少儿HD,http://114.254.83.232:2222/rtp/239.3.1.189:8000 -- 0.22 MB/s
BRTV卡酷少儿HD,http://111.196.129.152:20000/rtp/239.3.1.189:8000 -- 0.44 MB/s
BRTV卡酷少儿HD,http://123.113.237.161:8888/rtp/239.3.1.189:8000 -- 0.41 MB/s
BRTV卡酷少儿HD,http://bj.zgnc.com.cn:2222/rtp/239.3.1.189:8000 -- 0.05 MB/s
BRTV卡酷少儿HD,http://111.197.129.15:8888/rtp/239.3.1.189:8000 -- 0.42 MB/s
BRTV卡酷少儿HD,http://114.252.236.205:8000/rtp/239.3.1.189:8000 -- 0.24 MB/s
BRTV卡酷少儿HD,http://222.129.140.130:8888/rtp/239.3.1.189:8000 -- 0.43 MB/s
BRTV卡酷少儿HD,http://masiqi.myqnapcloud.com:4022/rtp/239.3.1.189:8000 -- 0.38 MB/s
BRTV卡酷少儿HD,http://geewolf.i234.me:8888/rtp/239.3.1.189:8000 -- 0.40 MB/s
BRTV卡酷少儿HD,http://114.254.83.254:8888/rtp/239.3.1.189:8000 -- 0.39 MB/s
BRTV卡酷少儿HD,http://114.254.94.65:8888/rtp/239.3.1.189:8000 -- 0.42 MB/s
BRTV卡酷少儿HD,http://sd2.playsth.fun:8888/rtp/239.3.1.189:8000 -- 0.00 MB/s
BRTV卡酷少儿HD,http://123.113.251.39:8888/rtp/239.3.1.189:8000 -- 0.37 MB/s
BRTV卡酷少儿HD,http://123.113.187.204:8000/rtp/239.3.1.189:8000 -- 0.43 MB/s
BRTV卡酷少儿HD,http://gen8.cc:5555/rtp/239.3.1.189:8000 -- 0.15 MB/s
BRTV卡酷少儿HD,http://114.253.57.101:10000/rtp/239.3.1.189:8000 -- 0.43 MB/s
BRTV卡酷少儿HD,http://sd.playsth.fun:8888/rtp/239.3.1.189:8000 -- 0.38 MB/s
BRTV卡酷少儿HD,http://115.171.17.51:9000/rtp/239.3.1.189:8000 -- 0.33 MB/s
BRTV卡酷少儿HD,http://114.252.238.87:8000/rtp/239.3.1.189:8000 -- 0.06 MB/s
BRTV卡酷少儿HD,http://114.254.93.117:2222/rtp/239.3.1.189:8000 -- 0.07 MB/s
BRTV卡酷少儿HD,http://111.193.226.190:9999/rtp/239.3.1.189:8000 -- 0.43 MB/s
BRTV卡酷少儿HD,http://www.mxmy.net:8888/rtp/239.3.1.189:8000 -- 0.22 MB/s
BRTV卡酷少儿HD,http://114.254.85.23:2222/rtp/239.3.1.189:8000 -- 0.15 MB/s
BRTV卡酷少儿HD,http://114.254.91.80:2222/rtp/239.3.1.189:8000 -- 0.32 MB/s
BRTV卡酷少儿HD,http://222.129.143.29:8888/rtp/239.3.1.189:8000 -- 0.10 MB/s
BRTV卡酷少儿HD,http://www.gen8.cc:5555/rtp/239.3.1.189:8000 -- 0.23 MB/s
BRTV卡酷少儿HD,http://114.243.98.241:8888/rtp/239.3.1.189:8000 -- 0.42 MB/s
BRTV卡酷少儿HD,http://114.253.219.230:5400/rtp/239.3.1.189:8000 -- 0.14 MB/s
BRTV卡酷少儿HD,http://quan2018.mycloudnas.com:9000/rtp/239.3.1.189:8000 -- 0.42 MB/s
BRTV卡酷少儿HD,http://happy2015.tpddns.cn:4000/rtp/239.3.1.189:8000 -- 0.36 MB/s
BRTV卡酷少儿HD,http://221.222.162.206:8888/rtp/239.3.1.189:8000 -- 0.16 MB/s
BRTV卡酷少儿HD,http://114.243.105.218:8888/rtp/239.3.1.189:8000 -- 0.16 MB/s
BRTV卡酷少儿HD,http://happylive.asuscomm.com:8888/rtp/239.3.1.189:8000 -- 0.10 MB/s
BRTV影视HD,http://222.129.140.130:8888/rtp/239.3.1.158:8000 -- 0.22 MB/s
BRTV影视HD,http://bj.zgnc.com.cn:2222/rtp/239.3.1.158:8000 -- 0.26 MB/s
BRTV影视HD,http://115.171.17.51:9000/rtp/239.3.1.158:8000 -- 0.43 MB/s
BRTV影视HD,http://masiqi.myqnapcloud.com:4022/rtp/239.3.1.158:8000 -- 0.33 MB/s
BRTV影视HD,http://114.254.83.232:2222/rtp/239.3.1.158:8000 -- 0.24 MB/s
BRTV影视HD,http://www.mxmy.net:8888/rtp/239.3.1.158:8000 -- 0.37 MB/s
BRTV影视HD,http://gen8.cc:5555/rtp/239.3.1.158:8000 -- 0.25 MB/s
BRTV影视HD,http://123.113.187.204:8000/rtp/239.3.1.158:8000 -- 0.39 MB/s
BRTV影视HD,http://happylive.asuscomm.com:8888/rtp/239.3.1.158:8000 -- 0.18 MB/s
BRTV影视HD,http://sd2.playsth.fun:8888/rtp/239.3.1.158:8000 -- 0.31 MB/s
BRTV影视HD,http://114.254.94.65:8888/rtp/239.3.1.158:8000 -- 0.42 MB/s
BRTV影视HD,http://114.254.93.117:2222/rtp/239.3.1.158:8000 -- 0.03 MB/s
BRTV影视HD,http://111.193.226.190:9999/rtp/239.3.1.158:8000 -- 0.24 MB/s
BRTV影视HD,http://114.252.238.87:8000/rtp/239.3.1.158:8000 -- 0.06 MB/s
BRTV影视HD,http://114.252.236.205:8000/rtp/239.3.1.158:8000 -- 0.38 MB/s
BRTV影视HD,http://114.254.91.80:2222/rtp/239.3.1.158:8000 -- 0.37 MB/s
BRTV影视HD,http://123.113.237.161:8888/rtp/239.3.1.158:8000 -- 0.30 MB/s
BRTV影视HD,http://123.113.251.39:8888/rtp/239.3.1.158:8000 -- 0.22 MB/s
BRTV影视HD,http://111.197.129.15:8888/rtp/239.3.1.158:8000 -- 0.39 MB/s
BRTV影视HD,http://geewolf.i234.me:8888/rtp/239.3.1.158:8000 -- 0.25 MB/s
BRTV影视HD,http://sd.playsth.fun:8888/rtp/239.3.1.158:8000 -- 0.16 MB/s
BRTV影视HD,http://114.254.83.254:8888/rtp/239.3.1.158:8000 -- 0.44 MB/s
BRTV影视HD,http://quan2018.mycloudnas.com:9000/rtp/239.3.1.158:8000 -- 0.41 MB/s
BRTV影视HD,http://www.gen8.cc:5555/rtp/239.3.1.158:8000 -- 0.14 MB/s
BRTV影视HD,http://114.253.57.101:10000/rtp/239.3.1.158:8000 -- 0.43 MB/s
BRTV影视HD,http://221.222.162.206:8888/rtp/239.3.1.158:8000 -- 0.22 MB/s
BRTV影视HD,http://111.196.129.152:20000/rtp/239.3.1.158:8000 -- 0.43 MB/s
BRTV影视HD,http://happy2015.tpddns.cn:4000/rtp/239.3.1.158:8000 -- 0.38 MB/s
BRTV影视HD,http://114.243.105.218:8888/rtp/239.3.1.158:8000 -- 0.38 MB/s
BRTV影视HD,http://114.243.98.241:8888/rtp/239.3.1.158:8000 -- 0.43 MB/s
BRTV影视HD,http://114.254.85.23:2222/rtp/239.3.1.158:8000 -- 0.00 MB/s
BRTV文艺HD,http://111.196.129.152:20000/rtp/239.3.1.242:8000 -- 0.25 MB/s
BRTV文艺HD,http://masiqi.myqnapcloud.com:4022/rtp/239.3.1.242:8000 -- 0.13 MB/s
BRTV文艺HD,http://114.254.94.65:8888/rtp/239.3.1.242:8000 -- 0.43 MB/s
BRTV文艺HD,http://www.gen8.cc:5555/rtp/239.3.1.242:8000 -- 0.04 MB/s
BRTV文艺HD,http://114.243.98.241:8888/rtp/239.3.1.242:8000 -- 0.08 MB/s
BRTV文艺HD,http://114.254.91.80:2222/rtp/239.3.1.242:8000 -- 0.39 MB/s
BRTV文艺HD,http://123.113.237.161:8888/rtp/239.3.1.242:8000 -- 0.42 MB/s
BRTV文艺HD,http://114.254.83.254:8888/rtp/239.3.1.242:8000 -- 0.44 MB/s
BRTV文艺HD,http://123.113.187.204:8000/rtp/239.3.1.242:8000 -- 0.39 MB/s
BRTV文艺HD,http://geewolf.i234.me:8888/rtp/239.3.1.242:8000 -- 0.05 MB/s
BRTV文艺HD,http://123.113.251.39:8888/rtp/239.3.1.242:8000 -- 0.30 MB/s
BRTV文艺HD,http://sd.playsth.fun:8888/rtp/239.3.1.242:8000 -- 0.39 MB/s
BRTV文艺HD,http://222.129.140.130:8888/rtp/239.3.1.242:8000 -- 0.43 MB/s
BRTV文艺HD,http://114.253.57.101:10000/rtp/239.3.1.242:8000 -- 0.43 MB/s
BRTV文艺HD,http://quan2018.mycloudnas.com:9000/rtp/239.3.1.242:8000 -- 0.25 MB/s
BRTV文艺HD,http://114.253.219.230:5400/rtp/239.3.1.242:8000 -- 0.05 MB/s
BRTV文艺HD,http://gen8.cc:5555/rtp/239.3.1.242:8000 -- 0.11 MB/s
BRTV文艺HD,http://114.254.83.232:2222/rtp/239.3.1.242:8000 -- 0.25 MB/s
BRTV文艺HD,http://sd2.playsth.fun:8888/rtp/239.3.1.242:8000 -- 0.36 MB/s
BRTV文艺HD,http://happy2015.tpddns.cn:4000/rtp/239.3.1.242:8000 -- 0.20 MB/s
BRTV文艺HD,http://115.171.17.51:9000/rtp/239.3.1.242:8000 -- 0.41 MB/s
BRTV文艺HD,http://221.222.162.206:8888/rtp/239.3.1.242:8000 -- 0.21 MB/s
BRTV文艺HD,http://happylive.asuscomm.com:8888/rtp/239.3.1.242:8000 -- 0.19 MB/s
BRTV文艺HD,http://111.193.226.190:9999/rtp/239.3.1.242:8000 -- 0.08 MB/s
BRTV文艺HD,http://114.243.105.218:8888/rtp/239.3.1.242:8000 -- 0.21 MB/s
BRTV文艺HD,http://114.252.236.205:8000/rtp/239.3.1.242:8000 -- 0.39 MB/s
BRTV文艺HD,http://bj.zgnc.com.cn:2222/rtp/239.3.1.242:8000 -- 0.29 MB/s
BRTV文艺HD,http://111.197.129.15:8888/rtp/239.3.1.242:8000 -- 0.35 MB/s
BRTV文艺HD,http://www.mxmy.net:8888/rtp/239.3.1.242:8000 -- 0.43 MB/s
BRTV文艺HD,http://114.254.93.117:2222/rtp/239.3.1.242:8000 -- 0.02 MB/s
BRTV新闻HD,http://114.253.57.101:10000/rtp/239.3.1.159:8000 -- 0.43 MB/s
BRTV新闻HD,http://gen8.cc:5555/rtp/239.3.1.159:8000 -- 0.23 MB/s
BRTV新闻HD,http://114.243.98.241:8888/rtp/239.3.1.159:8000 -- 0.41 MB/s
BRTV新闻HD,http://114.252.236.205:8000/rtp/239.3.1.159:8000 -- 0.42 MB/s
BRTV新闻HD,http://111.193.226.190:9999/rtp/239.3.1.159:8000 -- 0.17 MB/s
BRTV新闻HD,http://114.243.105.218:8888/rtp/239.3.1.159:8000 -- 0.37 MB/s
BRTV新闻HD,http://114.252.238.87:8000/rtp/239.3.1.159:8000 -- 0.08 MB/s
BRTV新闻HD,http://happylive.asuscomm.com:8888/rtp/239.3.1.159:8000 -- 0.45 MB/s
BRTV新闻HD,http://sd2.playsth.fun:8888/rtp/239.3.1.159:8000 -- 0.40 MB/s
BRTV新闻HD,http://114.254.83.232:2222/rtp/239.3.1.159:8000 -- 0.24 MB/s
BRTV新闻HD,http://www.gen8.cc:5555/rtp/239.3.1.159:8000 -- 0.41 MB/s
BRTV新闻HD,http://geewolf.i234.me:8888/rtp/239.3.1.159:8000 -- 0.43 MB/s
BRTV新闻HD,http://221.222.162.206:8888/rtp/239.3.1.159:8000 -- 0.14 MB/s
BRTV新闻HD,http://123.113.251.39:8888/rtp/239.3.1.159:8000 -- 0.10 MB/s
BRTV新闻HD,http://quan2018.mycloudnas.com:9000/rtp/239.3.1.159:8000 -- 0.41 MB/s
BRTV新闻HD,http://114.253.219.230:5400/rtp/239.3.1.159:8000 -- 0.11 MB/s
